file_name,data_set,label,label_annotation
cifar10-mini/train/image_0.png,train,8,boat
cifar10-mini/train/image_1.png,train,4,deer
cifar10-mini/train/image_2.png,train,6,frog
cifar10-mini/train/image_3.png,train,6,frog
cifar10-mini/train/image_4.png,train,1,car
cifar10-mini/train/image_5.png,train,4,deer
cifar10-mini/train/image_6.png,train,2,bird
cifar10-mini/train/image_7.png,train,0,airplane
cifar10-mini/train/image_8.png,train,5,dog
cifar10-mini/train/image_9.png,train,0,airplane
cifar10-mini/train/image_10.png,train,6,frog
cifar10-mini/train/image_11.png,train,2,bird
cifar10-mini/train/image_12.png,train,9,truck
cifar10-mini/train/image_13.png,train,8,boat
cifar10-mini/train/image_14.png,train,0,airplane
cifar10-mini/train/image_15.png,train,5,dog
cifar10-mini/train/image_16.png,train,1,car
cifar10-mini/train/image_17.png,train,8,boat
cifar10-mini/train/image_18.png,train,7,horse
cifar10-mini/train/image_19.png,train,8,boat
cifar10-mini/train/image_20.png,train,7,horse
cifar10-mini/train/image_21.png,train,3,cat
cifar10-mini/train/image_22.png,train,6,frog
cifar10-mini/train/image_23.png,train,0,airplane
cifar10-mini/train/image_24.png,train,3,cat
cifar10-mini/train/image_25.png,train,0,airplane
cifar10-mini/train/image_26.png,train,2,bird
cifar10-mini/train/image_27.png,train,7,horse
cifar10-mini/train/image_28.png,train,5,dog
cifar10-mini/train/image_29.png,train,2,bird
cifar10-mini/train/image_30.png,train,8,boat
cifar10-mini/train/image_31.png,train,6,frog
cifar10-mini/train/image_32.png,train,8,boat
cifar10-mini/train/image_33.png,train,4,deer
cifar10-mini/train/image_34.png,train,9,truck
cifar10-mini/train/image_35.png,train,2,bird
cifar10-mini/train/image_36.png,train,3,cat
cifar10-mini/train/image_37.png,train,5,dog
cifar10-mini/train/image_38.png,train,7,horse
cifar10-mini/train/image_39.png,train,5,dog
cifar10-mini/train/image_40.png,train,6,frog
cifar10-mini/train/image_41.png,train,6,frog
cifar10-mini/train/image_42.png,train,2,bird
cifar10-mini/train/image_43.png,train,1,car
cifar10-mini/train/image_44.png,train,8,boat
cifar10-mini/train/image_45.png,train,7,horse
cifar10-mini/train/image_46.png,train,3,cat
cifar10-mini/train/image_47.png,train,8,boat
cifar10-mini/train/image_48.png,train,5,dog
cifar10-mini/train/image_49.png,train,4,deer
cifar10-mini/train/image_50.png,train,6,frog
cifar10-mini/train/image_51.png,train,6,frog
cifar10-mini/train/image_52.png,train,9,truck
cifar10-mini/train/image_53.png,train,2,bird
cifar10-mini/train/image_54.png,train,7,horse
cifar10-mini/train/image_55.png,train,6,frog
cifar10-mini/train/image_56.png,train,5,dog
cifar10-mini/train/image_57.png,train,4,deer
cifar10-mini/train/image_58.png,train,9,truck
cifar10-mini/train/image_59.png,train,2,bird
cifar10-mini/train/image_60.png,train,6,frog
cifar10-mini/train/image_61.png,train,9,truck
cifar10-mini/train/image_62.png,train,6,frog
cifar10-mini/train/image_63.png,train,7,horse
cifar10-mini/train/image_64.png,train,7,horse
cifar10-mini/train/image_65.png,train,0,airplane
cifar10-mini/train/image_66.png,train,1,car
cifar10-mini/train/image_67.png,train,3,cat
cifar10-mini/train/image_68.png,train,4,deer
cifar10-mini/train/image_69.png,train,8,boat
cifar10-mini/train/image_70.png,train,1,car
cifar10-mini/train/image_71.png,train,4,deer
cifar10-mini/train/image_72.png,train,9,truck
cifar10-mini/train/image_73.png,train,1,car
cifar10-mini/train/image_74.png,train,4,deer
cifar10-mini/train/image_75.png,train,7,horse
cifar10-mini/train/image_76.png,train,3,cat
cifar10-mini/train/image_77.png,train,5,dog
cifar10-mini/train/image_78.png,train,8,boat
cifar10-mini/train/image_79.png,train,9,truck
cifar10-mini/train/image_80.png,train,7,horse
cifar10-mini/train/image_81.png,train,1,car
cifar10-mini/train/image_82.png,train,1,car
cifar10-mini/train/image_83.png,train,7,horse
cifar10-mini/train/image_84.png,train,0,airplane
cifar10-mini/train/image_85.png,train,3,cat
cifar10-mini/train/image_86.png,train,1,car
cifar10-mini/train/image_87.png,train,0,airplane
cifar10-mini/train/image_88.png,train,8,boat
cifar10-mini/train/image_89.png,train,4,deer
cifar10-mini/train/image_90.png,train,2,bird
cifar10-mini/train/image_91.png,train,6,frog
cifar10-mini/train/image_92.png,train,9,truck
cifar10-mini/train/image_93.png,train,2,bird
cifar10-mini/train/image_94.png,train,4,deer
cifar10-mini/train/image_95.png,train,8,boat
cifar10-mini/train/image_96.png,train,3,cat
cifar10-mini/train/image_97.png,train,2,bird
cifar10-mini/train/image_98.png,train,3,cat
cifar10-mini/train/image_99.png,train,5,dog
cifar10-mini/train/image_100.png,train,1,car
cifar10-mini/train/image_101.png,train,4,deer
cifar10-mini/train/image_102.png,train,3,cat
cifar10-mini/train/image_103.png,train,7,horse
cifar10-mini/train/image_104.png,train,5,dog
cifar10-mini/train/image_105.png,train,5,dog
cifar10-mini/train/image_106.png,train,3,cat
cifar10-mini/train/image_107.png,train,8,boat
cifar10-mini/train/image_108.png,train,7,horse
cifar10-mini/train/image_109.png,train,0,airplane
cifar10-mini/train/image_110.png,train,1,car
cifar10-mini/train/image_111.png,train,7,horse
cifar10-mini/train/image_112.png,train,7,horse
cifar10-mini/train/image_113.png,train,1,car
cifar10-mini/train/image_114.png,train,1,car
cifar10-mini/train/image_115.png,train,0,airplane
cifar10-mini/train/image_116.png,train,3,cat
cifar10-mini/train/image_117.png,train,5,dog
cifar10-mini/train/image_118.png,train,9,truck
cifar10-mini/train/image_119.png,train,8,boat
cifar10-mini/train/image_120.png,train,3,cat
cifar10-mini/train/image_121.png,train,8,boat
cifar10-mini/train/image_122.png,train,4,deer
cifar10-mini/train/image_123.png,train,2,bird
cifar10-mini/train/image_124.png,train,9,truck
cifar10-mini/train/image_125.png,train,9,truck
cifar10-mini/train/image_126.png,train,2,bird
cifar10-mini/train/image_127.png,train,9,truck
cifar10-mini/train/image_128.png,train,3,cat
cifar10-mini/train/image_129.png,train,8,boat
cifar10-mini/train/image_130.png,train,5,dog
cifar10-mini/train/image_131.png,train,4,deer
cifar10-mini/train/image_132.png,train,9,truck
cifar10-mini/train/image_133.png,train,9,truck
cifar10-mini/train/image_134.png,train,3,cat
cifar10-mini/train/image_135.png,train,1,car
cifar10-mini/train/image_136.png,train,8,boat
cifar10-mini/train/image_137.png,train,0,airplane
cifar10-mini/train/image_138.png,train,5,dog
cifar10-mini/train/image_139.png,train,7,horse
cifar10-mini/train/image_140.png,train,4,deer
cifar10-mini/train/image_141.png,train,9,truck
cifar10-mini/train/image_142.png,train,5,dog
cifar10-mini/train/image_143.png,train,3,cat
cifar10-mini/train/image_144.png,train,7,horse
cifar10-mini/train/image_145.png,train,6,frog
cifar10-mini/train/image_146.png,train,7,horse
cifar10-mini/train/image_147.png,train,9,truck
cifar10-mini/train/image_148.png,train,5,dog
cifar10-mini/train/image_149.png,train,4,deer
cifar10-mini/train/image_150.png,train,0,airplane
cifar10-mini/train/image_151.png,train,9,truck
cifar10-mini/train/image_152.png,train,3,cat
cifar10-mini/train/image_153.png,train,4,deer
cifar10-mini/train/image_154.png,train,1,car
cifar10-mini/train/image_155.png,train,4,deer
cifar10-mini/train/image_156.png,train,2,bird
cifar10-mini/train/image_157.png,train,3,cat
cifar10-mini/train/image_158.png,train,8,boat
cifar10-mini/train/image_159.png,train,5,dog
cifar10-mini/train/image_160.png,train,9,truck
cifar10-mini/train/image_161.png,train,7,horse
cifar10-mini/train/image_162.png,train,7,horse
cifar10-mini/train/image_163.png,train,8,boat
cifar10-mini/train/image_164.png,train,4,deer
cifar10-mini/train/image_165.png,train,4,deer
cifar10-mini/train/image_166.png,train,7,horse
cifar10-mini/train/image_167.png,train,2,bird
cifar10-mini/train/image_168.png,train,8,boat
cifar10-mini/train/image_169.png,train,8,boat
cifar10-mini/train/image_170.png,train,9,truck
cifar10-mini/train/image_171.png,train,6,frog
cifar10-mini/train/image_172.png,train,8,boat
cifar10-mini/train/image_173.png,train,8,boat
cifar10-mini/train/image_174.png,train,1,car
cifar10-mini/train/image_175.png,train,7,horse
cifar10-mini/train/image_176.png,train,4,deer
cifar10-mini/train/image_177.png,train,8,boat
cifar10-mini/train/image_178.png,train,8,boat
cifar10-mini/train/image_179.png,train,7,horse
cifar10-mini/train/image_180.png,train,3,cat
cifar10-mini/train/image_181.png,train,7,horse
cifar10-mini/train/image_182.png,train,9,truck
cifar10-mini/train/image_183.png,train,1,car
cifar10-mini/train/image_184.png,train,3,cat
cifar10-mini/train/image_185.png,train,8,boat
cifar10-mini/train/image_186.png,train,4,deer
cifar10-mini/train/image_187.png,train,3,cat
cifar10-mini/train/image_188.png,train,0,airplane
cifar10-mini/train/image_189.png,train,6,frog
cifar10-mini/train/image_190.png,train,4,deer
cifar10-mini/train/image_191.png,train,0,airplane
cifar10-mini/train/image_192.png,train,8,boat
cifar10-mini/train/image_193.png,train,0,airplane
cifar10-mini/train/image_194.png,train,2,bird
cifar10-mini/train/image_195.png,train,5,dog
cifar10-mini/train/image_196.png,train,6,frog
cifar10-mini/train/image_197.png,train,3,cat
cifar10-mini/train/image_198.png,train,8,boat
cifar10-mini/train/image_199.png,train,5,dog
cifar10-mini/train/image_200.png,train,1,car
cifar10-mini/train/image_201.png,train,3,cat
cifar10-mini/train/image_202.png,train,4,deer
cifar10-mini/train/image_203.png,train,4,deer
cifar10-mini/train/image_204.png,train,5,dog
cifar10-mini/train/image_205.png,train,3,cat
cifar10-mini/train/image_206.png,train,1,car
cifar10-mini/train/image_207.png,train,8,boat
cifar10-mini/train/image_208.png,train,2,bird
cifar10-mini/train/image_209.png,train,5,dog
cifar10-mini/train/image_210.png,train,2,bird
cifar10-mini/train/image_211.png,train,9,truck
cifar10-mini/train/image_212.png,train,3,cat
cifar10-mini/train/image_213.png,train,2,bird
cifar10-mini/train/image_214.png,train,5,dog
cifar10-mini/train/image_215.png,train,3,cat
cifar10-mini/train/image_216.png,train,6,frog
cifar10-mini/train/image_217.png,train,2,bird
cifar10-mini/train/image_218.png,train,2,bird
cifar10-mini/train/image_219.png,train,0,airplane
cifar10-mini/train/image_220.png,train,5,dog
cifar10-mini/train/image_221.png,train,1,car
cifar10-mini/train/image_222.png,train,2,bird
cifar10-mini/train/image_223.png,train,8,boat
cifar10-mini/train/image_224.png,train,4,deer
cifar10-mini/train/image_225.png,train,5,dog
cifar10-mini/train/image_226.png,train,1,car
cifar10-mini/train/image_227.png,train,9,truck
cifar10-mini/train/image_228.png,train,8,boat
cifar10-mini/train/image_229.png,train,0,airplane
cifar10-mini/train/image_230.png,train,5,dog
cifar10-mini/train/image_231.png,train,8,boat
cifar10-mini/train/image_232.png,train,3,cat
cifar10-mini/train/image_233.png,train,9,truck
cifar10-mini/train/image_234.png,train,7,horse
cifar10-mini/train/image_235.png,train,3,cat
cifar10-mini/train/image_236.png,train,9,truck
cifar10-mini/train/image_237.png,train,5,dog
cifar10-mini/train/image_238.png,train,9,truck
cifar10-mini/train/image_239.png,train,8,boat
cifar10-mini/train/image_240.png,train,8,boat
cifar10-mini/train/image_241.png,train,9,truck
cifar10-mini/train/image_242.png,train,5,dog
cifar10-mini/train/image_243.png,train,9,truck
cifar10-mini/train/image_244.png,train,8,boat
cifar10-mini/train/image_245.png,train,6,frog
cifar10-mini/train/image_246.png,train,6,frog
cifar10-mini/train/image_247.png,train,7,horse
cifar10-mini/train/image_248.png,train,3,cat
cifar10-mini/train/image_249.png,train,0,airplane
cifar10-mini/train/image_250.png,train,1,car
cifar10-mini/train/image_251.png,train,5,dog
cifar10-mini/train/image_252.png,train,9,truck
cifar10-mini/train/image_253.png,train,7,horse
cifar10-mini/train/image_254.png,train,3,cat
cifar10-mini/train/image_255.png,train,3,cat
cifar10-mini/train/image_256.png,train,6,frog
cifar10-mini/train/image_257.png,train,8,boat
cifar10-mini/train/image_258.png,train,2,bird
cifar10-mini/train/image_259.png,train,7,horse
cifar10-mini/train/image_260.png,train,4,deer
cifar10-mini/train/image_261.png,train,4,deer
cifar10-mini/train/image_262.png,train,4,deer
cifar10-mini/train/image_263.png,train,3,cat
cifar10-mini/train/image_264.png,train,7,horse
cifar10-mini/train/image_265.png,train,9,truck
cifar10-mini/train/image_266.png,train,7,horse
cifar10-mini/train/image_267.png,train,3,cat
cifar10-mini/train/image_268.png,train,7,horse
cifar10-mini/train/image_269.png,train,4,deer
cifar10-mini/train/image_270.png,train,2,bird
cifar10-mini/train/image_271.png,train,7,horse
cifar10-mini/train/image_272.png,train,1,car
cifar10-mini/train/image_273.png,train,4,deer
cifar10-mini/train/image_274.png,train,0,airplane
cifar10-mini/train/image_275.png,train,4,deer
cifar10-mini/train/image_276.png,train,6,frog
cifar10-mini/train/image_277.png,train,2,bird
cifar10-mini/train/image_278.png,train,1,car
cifar10-mini/train/image_279.png,train,9,truck
cifar10-mini/train/image_280.png,train,2,bird
cifar10-mini/train/image_281.png,train,1,car
